# 1,000 known or interesting landmarks, from Wikidata (CC0) --
# UNESCO World Heritage Sites (wdt:P1435 wd:Q9259), named icons, and
# natural features. Selection and use: games/hue-and-cry/landmarks.py
# name	country	lat	lon	source	sitelinks
Thungyai Naresuan Wildlife Sanctuary	Thailand	15.33333	98.91667	unesco	26
Tiger Leaping Gorge	China	27.23000	100.14000	feature	26
Umm el-Jimal	Jordan	32.32667	36.36972	unesco	26
Zagori	Greece	39.86670	20.70000	unesco	26
Baekje Historic Areas	South Korea	36.46194	127.12722	unesco	25
Buddhist Monuments in the Hōryū-ji Area	Japan	34.61427	135.73424	unesco	25
El Pinacate y Gran Desierto de Altar Biosphere Reserve	Mexico	32.00000	-113.91667	unesco	25
Heritage of Mercury. Almadén and Idrija	Slovenia	46.00389	14.02667	unesco	25
Hidden Christian Sites in the Nagasaki Region	Japan	32.80222	128.90389	unesco	25
Major Mining Sites of Wallonia	Belgium	50.43528	3.83833	unesco	25
Major Town Houses of the Architect Victor Horta	Belgium	50.81667	4.35000	unesco	25
Mistaken Point Ecological Reserve	Canada	46.63190	-53.19030	unesco	25
Neolithic flint mines of Spiennes	Belgium	50.41999	3.98258	unesco	25
Sans-Souci Palace	Haiti	19.60469	-72.21860	unesco	25
Teruel Cathedral	Spain	40.34390	-1.10722	unesco	25
The Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato	Italy	44.65194	7.99417	unesco	25
W-Arly-Pendjari Complex	Benin	11.88420	2.48780	unesco	25
Western Xia Mausoleums	China	38.43503	105.98717	unesco	25
A-Ma Temple	China	22.18611	113.53114	unesco	24
Ahwar of Southern Iraq	Iraq	31.56222	47.65778	unesco	24
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	Italy	38.11083	13.35306	unesco	24
Arabian Oryx Sanctuary	Oman	19.70000	57.00000	unesco	24
Beit Guvrin National Park	Israel	31.61306	34.89833	unesco	24
Béguinages in Flanders	Belgium	51.03097	4.47375	unesco	24
Catalan Romanesque Churches of the Vall de Boí	Spain	42.50472	0.80361	unesco	24
Cavernas do Peruaçu National Park	Brazil	-15.12251	-44.32434	unesco	24
Jodensavanne	Suriname	5.41328	-54.95298	unesco	24
Monasteries of San Millán de la Cogolla	Spain	42.32583	-2.86505	unesco	24
Nelson's Dockyard	Antigua and Barbuda	17.00833	-61.76444	unesco	24
Ombilin coal mine	Indonesia	-0.68333	100.76700	unesco	24
Rock Art in the Hail Region of Saudi Arabia	Saudi Arabia	28.00000	40.90000	unesco	24
Ruins of Gedi	Kenya	-3.30917	40.01667	unesco	24
Saloum Delta	Senegal	13.83528	-16.49861	unesco	24
Sanctuary of Bom Jesus de Matosinhos	Brazil	-20.50778	-43.86069	unesco	24
Sassanid Archaeological Landscape of Fars Region	Iran	29.77748	51.57045	unesco	24
Socotra Archipelago	Mahra Sultanate	12.50000	53.40000	unesco	24
Spišská Kapitula	Slovakia	49.00056	20.74111	unesco	24
Three Castles of Bellinzona	Switzerland	46.19278	9.02222	unesco	24
port of the Moon	France	44.83889	-0.57222	unesco	24
Churches of the Pskov School of Architecture	Russia	57.80720	28.32860	unesco	23
City of Vicenza and the Palladian Villas of the Veneto	Italy	45.55000	11.55000	unesco	23
King's House on Schachen	Germany	47.41970	11.11259	unesco	23
Palazzo Rosso	Italy	44.41125	8.93212	unesco	23
Petroglyphic Complexes of the Mongolian Altai	Mongolia	49.33389	88.39528	unesco	23
Rjukan–Notodden Industrial Heritage Site	Norway	59.87861	8.59361	unesco	23
Roman Monuments, Cathedral of St. Peter and Church of Our Lady in Trier UNESCO World Heritage Site	Germany	49.75000	6.63306	unesco	23
Ruins of Loropéni	Burkina Faso	10.31028	-3.56306	unesco	23
Tell es-Sultan	Palestine	31.87172	35.44456	unesco	23
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design	Slovenia	46.04333	14.50222	unesco	23
Tigrovaya Balka Nature Reserve	Tajikistan	37.25000	68.50000	unesco	23
Upper German-Raetian Limes	Germany	49.79639	9.15750	unesco	23
Windmills at Kinderdijk	Netherlands	51.88861	4.63472	unesco	23
porticoes of Bologna	Italy	44.49139	11.33278	unesco	23
Caves and Ice Age Art in the Swabian Jura	Germany	48.38778	9.76556	unesco	22
Historic Monuments of Novgorod and Surroundings	Russia	58.51833	31.28556	unesco	22
Landscape of the Pico Island Vineyard Culture	Portugal	38.51333	-28.54111	unesco	22
Maidam	India	26.94310	94.87920	unesco	22
Mapungubwe Cultural Landscape	South Africa	-22.21167	29.38789	unesco	22
Markovi Kuli	North Macedonia	41.36160	21.53847	unesco	22
Medina of Tunis	Tunisia	36.79903	10.17006	unesco	22
Pampulha Modern Ensemble	Brazil	-19.85194	-43.97361	unesco	22
Phoenix Islands Protected Area	Kiribati	-3.64972	-172.85750	unesco	22
Royal Abbey of Hautecombe	France	45.75278	5.83972	unesco	22
Southern Öland cultural landscape	Sweden	56.46667	16.55000	unesco	22
Tehuacán-Cuicatlán Biosphere Reserve	Mexico	18.21140	-97.39940	unesco	22
The 20th-Century Architecture of Frank Lloyd Wright	United States	39.90557	-79.46648	unesco	22
Tipasa	Algeria	36.59424	2.44192	unesco	22
Aasivissuit–Nipisat	Greenland	67.06393	-51.43321	unesco	21
Antequera Dolmens Site	Spain	37.02333	-4.54806	unesco	21
Bir Hima Rock Petroglyphs and Inscriptions	Saudi Arabia	18.31700	44.54500	unesco	21
Church of Cristo Obrero y Nuestra Señora de Lourdes	Uruguay	-34.74400	-55.76600	unesco	21
Historic Centre of Sighișoara	Romania	46.21778	24.79222	unesco	21
Makhonjwa Mountains	South Africa	-33.40000	22.00000	unesco	21
Maloti-Drakensberg Park	Lesotho	-29.46650	29.39390	unesco	21
Medina of Sousse	Tunisia	35.82780	10.63860	unesco	21
Melka Kunture	Ethiopia	8.70250	38.60833	unesco	21
Qaryat al-Faw	Saudi Arabia	19.78330	45.15000	unesco	21
Sacred Ensembles of the Hoysalas	India	13.21245	75.99407	unesco	21
Sansa, Buddhist Mountain Monasteries in Korea	South Korea	34.99658	127.33112	unesco	21
Sebastia	Palestine	32.27562	35.19873	unesco	21
fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo	Panama	9.55389	-79.65583	unesco	21
Babelsberg Palace	Germany	52.40760	13.09330	unesco	20
Budj Bim	Australia	-38.06670	141.91700	unesco	20
Churches and Convents of Goa	India	15.50240	73.91170	unesco	20
Colonial City of Santo Domingo	Dominican Republic	18.47300	-69.88300	unesco	20
Dong Phayayen-Khao Yai Forest Complex	Thailand	14.33000	102.05000	unesco	20
Duchess Anna Amalia Library	Germany	50.97861	11.33222	unesco	20
Getbol, Korean Tidal Flats	South Korea	34.82882	126.10444	unesco	20
Historic Centre of the City of Salzburg	Austria	47.79970	13.04860	unesco	20
Pimachiowin Aki	Canada	51.00000	-95.00000	unesco	20
Si Thep historical park	Thailand	15.46659	101.15009	unesco	20
Archaeological Site of Sabratha	Libya	32.80528	12.48500	unesco	19
Arles, Roman and Romanesque Monuments	France	43.67764	4.63069	unesco	19
Artists' Colony in Darmstadt	Germany	49.87543	8.66650	unesco	19
Astronomical Observatory of the University of Kazan	Russia	55.79083	49.11917	unesco	19
Chinchorro mummies	Chile	-18.48060	-70.32111	unesco	19
Church of the Saviour at Berestove	Ukraine	50.43733	30.55500	unesco	19
Colchic Rainforests and Wetlands	Georgia	41.70222	41.95111	unesco	19
Durmitor National Park	Montenegro	43.15320	19.03687	unesco	19
Early Christian Necropolis of Pécs	Hungary	46.07444	18.22778	unesco	19
Forts and Castles, Volta, Greater Accra, Central and Western Regions	Ghana	5.10369	-1.24100	unesco	19
Jabal Al Fayah	United Arab Emirates	25.11140	55.83896	unesco	19
Jōmon Prehistoric Sites in Northern Japan	Japan	41.06556	140.55222	unesco	19
Kokino	North Macedonia	42.26361	21.95361	unesco	19
Laurisilva of Madeira	Portugal	32.76667	-17.00000	unesco	19
Medieval Town of Toruń	Poland	53.01028	18.60472	unesco	19
Menin Gate	Belgium	50.85205	2.89107	unesco	19
Old City of Hebron	Palestine	31.52528	35.10833	unesco	19
Old City of Zamość	Poland	50.72056	23.25861	unesco	19
Sanctuary of the Madonna di San Luca	Italy	44.47915	11.29789	unesco	19
Bahá'í World Centre buildings	Israel	32.81378	34.98655	unesco	18
Bruges City Hall	Belgium	51.20806	3.22694	unesco	18
Château de Quéribus	France	42.83667	2.62167	unesco	18
Classical Weimar	Germany	50.98333	11.31667	unesco	18
Gaya Tumuli	South Korea	35.23726	128.87373	unesco	18
Gola National Park	Sierra Leone	7.50000	-10.98333	unesco	18
Grand-Pré	Canada	45.10889	-64.30917	unesco	18
Hin Nam No National Protected Area	Laos	17.45830	105.93330	unesco	18
Historic Centre of Lima	Peru	-12.04667	-77.03139	unesco	18
Historic Centre of Naples	Italy	40.85139	14.26278	unesco	18
Kalwaria Zebrzydowska park	Poland	49.86032	19.67072	unesco	18
Maratha Military Landscapes of India	India	20.72250	73.94250	unesco	18
Murambi Genocide Memorial	Rwanda	-2.45440	29.56840	unesco	18
Old Towns of Djenné	Mali	13.90639	-4.55500	unesco	18
Risco Caido	Spain	28.04356	-15.66126	unesco	18
Royal Court of Tiébélé	Burkina Faso	11.08972	-0.96156	unesco	18
Silk Roads: Zarafshan-Karakum Corridor	Tajikistan	39.44149	69.68556	unesco	18
Sviyazhsk Assumption Monastery	Russia	55.77012	48.65245	unesco	18
The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape	France	44.22030	3.47310	unesco	18
Vieux Lyon	France	45.76306	4.82806	unesco	18
Wat Phra Mahathat	Thailand	8.41139	99.96667	unesco	18
Way of Saint James UNESCO World Heritage Sites in France	France	45.18406	-0.72294	unesco	18
Writing-on-Stone Provincial Park	Canada	49.08190	-111.61700	unesco	18
Sagrada Família	Spain	41.40453	2.17449	iconic	17
Cheyenne Mountain Complex	United States	38.74247	-104.84844	iconic	11
Pentagon	United States	38.87090	-77.05630	iconic	7
Three Mile Island	United States	40.15330	-76.72470	iconic	4
Denali	United States	63.06910	-151.00626	iconic	0
Galápagos Islands	Ecuador	-0.62298	-90.36124	iconic	0
